instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,timestamp,hour,day,month,year,day_of_week,day_of_year,is_weekend,is_workingday,rush_hour,lag_1,lag_2,lag_24,lag_168,rolling_mean_24,rolling_mean_168
1660,2011-03-14,1,0,3,17,0,1,1,1,0.38,0.3939,0.4,0.194,42,229,271,2011-03-14 17:00:00,17,14,3,2011,0,73,0,1,1,107.0,101.0,256.0,96.0,86.54166666666667,80.83333333333333
1661,2011-03-14,1,0,3,18,0,1,1,1,0.36,0.3636,0.4,0.1045,25,210,235,2011-03-14 18:00:00,18,14,3,2011,0,73,0,1,1,271.0,107.0,241.0,70.0,87.16666666666667,81.875
1662,2011-03-14,1,0,3,19,0,1,1,1,0.36,0.3485,0.43,0.1343,17,133,150,2011-03-14 19:00:00,19,14,3,2011,0,73,0,1,1,235.0,271.0,147.0,77.0,86.91666666666667,82.85714285714286
1663,2011-03-14,1,0,3,20,0,1,1,1,0.34,0.3182,0.46,0.2239,23,106,129,2011-03-14 20:00:00,20,14,3,2011,0,73,0,1,0,150.0,235.0,101.0,96.0,87.04166666666667,83.29166666666667
1664,2011-03-14,1,0,3,21,0,1,1,1,0.34,0.3333,0.46,0.1343,5,58,63,2011-03-14 21:00:00,21,14,3,2011,0,73,0,1,0,129.0,150.0,77.0,122.0,88.20833333333333,83.48809523809524
1665,2011-03-14,1,0,3,22,0,1,1,1,0.32,0.3333,0.49,0.1045,4,43,47,2011-03-14 22:00:00,22,14,3,2011,0,73,0,1,0,63.0,129.0,58.0,233.0,87.625,83.13690476190476
1666,2011-03-14,1,0,3,23,0,1,1,1,0.32,0.3485,0.53,0.0,2,17,19,2011-03-14 23:00:00,23,14,3,2011,0,73,0,1,0,47.0,63.0,37.0,233.0,87.16666666666667,82.0297619047619
1667,2011-03-15,1,0,3,0,0,2,1,1,0.32,0.3485,0.53,0.0,7,7,14,2011-03-15 00:00:00,0,15,3,2011,1,74,0,1,0,19.0,47.0,28.0,145.0,86.41666666666667,80.75595238095238
1668,2011-03-15,1,0,3,1,0,2,1,1,0.3,0.303,0.62,0.0896,4,6,10,2011-03-15 01:00:00,1,15,3,2011,1,74,0,1,0,14.0,19.0,11.0,92.0,85.83333333333333,79.97619047619048
1669,2011-03-15,1,0,3,2,0,2,1,1,0.3,0.303,0.62,0.0896,1,2,3,2011-03-15 02:00:00,2,15,3,2011,1,74,0,1,0,10.0,14.0,1.0,54.0,85.79166666666667,79.48809523809524
1670,2011-03-15,1,0,3,4,0,2,1,1,0.24,0.2576,0.75,0.0896,1,1,2,2011-03-15 04:00:00,4,15,3,2011,1,74,0,1,0,3.0,10.0,1.0,35.0,85.875,79.18452380952381
1671,2011-03-15,1,0,3,5,0,2,1,1,0.24,0.2273,0.75,0.194,0,11,11,2011-03-15 05:00:00,5,15,3,2011,1,74,0,1,0,2.0,3.0,3.0,22.0,85.91666666666667,78.98809523809524
1672,2011-03-15,1,0,3,6,0,2,1,1,0.22,0.2273,0.8,0.194,3,32,35,2011-03-15 06:00:00,6,15,3,2011,1,74,0,1,0,11.0,2.0,8.0,10.0,86.25,78.92261904761905
1673,2011-03-15,1,0,3,7,0,2,1,1,0.24,0.2424,0.75,0.1642,10,109,119,2011-03-15 07:00:00,7,15,3,2011,1,74,0,1,1,35.0,11.0,28.0,4.0,87.375,79.07142857142857
1674,2011-03-15,1,0,3,8,0,2,1,1,0.26,0.2879,0.7,0.0896,23,259,282,2011-03-15 08:00:00,8,15,3,2011,1,74,0,1,1,119.0,35.0,88.0,1.0,91.16666666666667,79.75595238095238
1675,2011-03-15,1,0,3,9,0,2,1,2,0.3,0.3333,0.7,0.0,10,147,157,2011-03-15 09:00:00,9,15,3,2011,1,74,0,1,1,282.0,119.0,241.0,7.0,99.25,81.42857142857143
1676,2011-03-15,1,0,3,10,0,2,1,2,0.32,0.3182,0.66,0.194,22,56,78,2011-03-15 10:00:00,10,15,3,2011,1,74,0,1,0,157.0,282.0,140.0,2.0,95.75,82.32142857142857
1677,2011-03-15,1,0,3,11,0,2,1,2,0.34,0.3182,0.57,0.2239,27,51,78,2011-03-15 11:00:00,11,15,3,2011,1,74,0,1,0,78.0,157.0,84.0,10.0,93.16666666666667,82.77380952380952
1678,2011-03-15,1,0,3,12,0,2,1,2,0.36,0.3485,0.5,0.2239,32,70,102,2011-03-15 12:00:00,12,15,3,2011,1,74,0,1,0,78.0,78.0,71.0,45.0,92.91666666666667,83.17857142857143
1679,2011-03-15,1,0,3,13,0,2,1,2,0.36,0.3333,0.57,0.2836,23,74,97,2011-03-15 13:00:00,13,15,3,2011,1,74,0,1,0,102.0,78.0,94.0,128.0,94.20833333333333,83.51785714285714
1680,2011-03-15,1,0,3,14,0,2,1,2,0.38,0.3939,0.46,0.2985,14,74,88,2011-03-15 14:00:00,14,15,3,2011,1,74,0,1,0,97.0,102.0,75.0,257.0,94.33333333333333,83.33333333333333
1681,2011-03-15,1,0,3,15,0,2,1,2,0.38,0.3939,0.43,0.2836,24,66,90,2011-03-15 15:00:00,15,15,3,2011,1,74,0,1,0,88.0,97.0,79.0,151.0,94.875,82.32738095238095
1682,2011-03-15,1,0,3,16,0,2,1,2,0.38,0.3939,0.46,0.3284,21,93,114,2011-03-15 16:00:00,16,15,3,2011,1,74,0,1,1,90.0,88.0,101.0,71.0,95.33333333333333,81.96428571428571
1683,2011-03-15,1,0,3,17,0,2,1,2,0.36,0.3485,0.62,0.194,22,195,217,2011-03-15 17:00:00,17,15,3,2011,1,74,0,1,1,114.0,90.0,107.0,78.0,95.875,82.2202380952381
1684,2011-03-15,1,0,3,18,0,2,1,2,0.36,0.3333,0.62,0.2985,18,207,225,2011-03-15 18:00:00,18,15,3,2011,1,74,0,1,1,217.0,114.0,271.0,99.0,100.45833333333333,83.04761904761905
1685,2011-03-15,1,0,3,19,0,2,1,2,0.34,0.3182,0.71,0.2836,14,138,152,2011-03-15 19:00:00,19,15,3,2011,1,74,0,1,1,225.0,217.0,235.0,98.0,98.54166666666667,83.79761904761905
1686,2011-03-15,1,0,3,20,0,2,1,2,0.34,0.3182,0.71,0.2836,9,79,88,2011-03-15 20:00:00,20,15,3,2011,1,74,0,1,0,152.0,225.0,150.0,72.0,95.08333333333333,84.11904761904762
1687,2011-03-15,1,0,3,21,0,2,1,3,0.32,0.3333,0.81,0.1045,2,53,55,2011-03-15 21:00:00,21,15,3,2011,1,74,0,1,0,88.0,152.0,129.0,112.0,92.5,84.21428571428571
1688,2011-03-15,1,0,3,22,0,2,1,2,0.32,0.3182,0.87,0.1642,1,20,21,2011-03-15 22:00:00,22,15,3,2011,1,74,0,1,0,55.0,88.0,63.0,108.0,89.41666666666667,83.875
1689,2011-03-15,1,0,3,23,0,2,1,2,0.32,0.3182,0.87,0.1642,1,17,18,2011-03-15 23:00:00,23,15,3,2011,1,74,0,1,0,21.0,55.0,47.0,248.0,87.66666666666667,83.35714285714286
1690,2011-03-16,1,0,3,0,0,3,1,3,0.3,0.2879,0.93,0.2537,0,8,8,2011-03-16 00:00:00,0,16,3,2011,2,75,0,1,0,18.0,21.0,19.0,235.0,86.45833333333333,81.98809523809524
1691,2011-03-16,1,0,3,1,0,3,1,3,0.3,0.2727,1.0,0.2985,1,2,3,2011-03-16 01:00:00,1,16,3,2011,2,75,0,1,0,8.0,18.0,14.0,150.0,86.0,80.63690476190476
1692,2011-03-16,1,0,3,3,0,3,1,2,0.28,0.2727,1.0,0.2239,1,2,3,2011-03-16 03:00:00,3,16,3,2011,2,75,0,1,0,3.0,8.0,10.0,76.0,85.54166666666667,79.76190476190476
1693,2011-03-16,1,0,3,4,0,3,1,2,0.3,0.303,0.93,0.1642,0,1,1,2011-03-16 04:00:00,4,16,3,2011,2,75,0,1,0,3.0,3.0,3.0,75.0,85.25,79.32738095238095
1694,2011-03-16,1,0,3,5,0,3,1,2,0.3,0.3182,0.93,0.1045,0,3,3,2011-03-16 05:00:00,5,16,3,2011,2,75,0,1,0,1.0,3.0,2.0,55.0,85.16666666666667,78.88690476190476
1695,2011-03-16,1,0,3,6,0,3,1,2,0.3,0.3182,0.93,0.1045,1,30,31,2011-03-16 06:00:00,6,16,3,2011,2,75,0,1,0,3.0,1.0,11.0,41.0,85.20833333333333,78.57738095238095
1696,2011-03-16,1,0,3,7,0,3,1,2,0.3,0.2879,0.93,0.194,10,101,111,2011-03-16 07:00:00,7,16,3,2011,2,75,0,1,1,31.0,3.0,35.0,9.0,86.04166666666667,78.51785714285714
1697,2011-03-16,1,0,3,8,0,3,1,2,0.32,0.3182,0.93,0.0,26,227,253,2011-03-16 08:00:00,8,16,3,2011,2,75,0,1,1,111.0,31.0,119.0,4.0,89.20833333333333,79.125
1698,2011-03-16,1,0,3,9,0,3,1,2,0.32,0.3333,0.93,0.1343,10,144,154,2011-03-16 09:00:00,9,16,3,2011,2,75,0,1,1,253.0,111.0,282.0,2.0,94.79166666666667,80.60714285714286
1699,2011-03-16,1,0,3,10,0,3,1,2,0.36,0.3485,0.81,0.1642,19,49,68,2011-03-16 10:00:00,10,16,3,2011,2,75,0,1,0,154.0,253.0,157.0,3.0,89.45833333333333,81.51190476190476
1700,2011-03-16,1,0,3,11,0,3,1,2,0.36,0.3485,0.81,0.1343,13,62,75,2011-03-16 11:00:00,11,16,3,2011,2,75,0,1,0,68.0,154.0,78.0,2.0,85.75,81.89880952380952
1701,2011-03-16,1,0,3,12,0,3,1,2,0.4,0.4091,0.71,0.1045,23,65,88,2011-03-16 12:00:00,12,16,3,2011,2,75,0,1,0,75.0,68.0,78.0,8.0,85.625,82.33333333333333
1702,2011-03-16,1,0,3,13,0,3,1,2,0.4,0.4091,0.76,0.1343,18,81,99,2011-03-16 13:00:00,13,16,3,2011,2,75,0,1,0,88.0,75.0,102.0,49.0,86.04166666666667,82.80952380952381
1703,2011-03-16,1,0,3,14,0,3,1,2,0.4,0.4091,0.76,0.2239,33,67,100,2011-03-16 14:00:00,14,16,3,2011,2,75,0,1,0,99.0,88.0,97.0,141.0,85.91666666666667,83.10714285714286
1704,2011-03-16,1,0,3,15,0,3,1,2,0.4,0.4091,0.76,0.2537,22,79,101,2011-03-16 15:00:00,15,16,3,2011,2,75,0,1,0,100.0,99.0,88.0,249.0,86.04166666666667,82.86309523809524
1705,2011-03-16,1,0,3,16,0,3,1,2,0.4,0.4091,0.76,0.1642,30,121,151,2011-03-16 16:00:00,16,16,3,2011,2,75,0,1,1,101.0,100.0,90.0,141.0,86.58333333333333,81.98214285714286
1706,2011-03-16,1,0,3,17,0,3,1,2,0.44,0.4394,0.54,0.2985,37,216,253,2011-03-16 17:00:00,17,16,3,2011,2,75,0,1,1,151.0,101.0,114.0,57.0,89.125,82.04166666666667
1707,2011-03-16,1,0,3,18,0,3,1,2,0.44,0.4394,0.54,0.2239,26,211,237,2011-03-16 18:00:00,18,16,3,2011,2,75,0,1,1,253.0,151.0,217.0,59.0,94.91666666666667,83.20833333333333
1708,2011-03-16,1,0,3,19,0,3,1,2,0.44,0.4394,0.51,0.3284,18,150,168,2011-03-16 19:00:00,19,16,3,2011,2,75,0,1,1,237.0,253.0,225.0,98.0,95.75,84.26785714285714
1709,2011-03-16,1,0,3,20,0,3,1,2,0.42,0.4242,0.54,0.2985,10,111,121,2011-03-16 20:00:00,20,16,3,2011,2,75,0,1,0,168.0,237.0,152.0,99.0,93.375,84.68452380952381
1710,2011-03-16,1,0,3,21,0,3,1,2,0.42,0.4242,0.58,0.2836,3,75,78,2011-03-16 21:00:00,21,16,3,2011,2,75,0,1,0,121.0,168.0,88.0,71.0,92.08333333333333,84.81547619047619
1711,2011-03-16,1,0,3,22,0,3,1,2,0.4,0.4091,0.62,0.3881,11,48,59,2011-03-16 22:00:00,22,16,3,2011,2,75,0,1,0,78.0,121.0,55.0,79.0,91.66666666666667,84.85714285714286
1712,2011-03-16,1,0,3,23,0,3,1,1,0.4,0.4091,0.65,0.194,9,18,27,2011-03-16 23:00:00,23,16,3,2011,2,75,0,1,0,59.0,78.0,21.0,112.0,91.83333333333333,84.73809523809524
1713,2011-03-17,1,0,3,0,0,4,1,1,0.38,0.3939,0.66,0.2537,4,19,23,2011-03-17 00:00:00,0,17,3,2011,3,76,0,1,0,27.0,59.0,18.0,194.0,92.08333333333333,84.23214285714286
1714,2011-03-17,1,0,3,1,0,4,1,1,0.36,0.3485,0.71,0.2239,1,11,12,2011-03-17 01:00:00,1,17,3,2011,3,76,0,1,0,23.0,27.0,8.0,188.0,92.29166666666667,83.21428571428571
1715,2011-03-17,1,0,3,2,0,4,1,1,0.34,0.303,0.71,0.2985,3,5,8,2011-03-17 02:00:00,2,17,3,2011,3,76,0,1,0,12.0,23.0,3.0,134.0,92.45833333333333,82.16666666666667
1716,2011-03-17,1,0,3,3,0,4,1,1,0.34,0.3333,0.66,0.1642,1,1,2,2011-03-17 03:00:00,3,17,3,2011,3,76,0,1,0,8.0,12.0,3.0,91.0,92.66666666666667,81.41666666666667
1717,2011-03-17,1,0,3,4,0,4,1,1,0.34,0.3333,0.71,0.194,0,3,3,2011-03-17 04:00:00,4,17,3,2011,3,76,0,1,0,2.0,8.0,1.0,62.0,92.625,80.88690476190476
1718,2011-03-17,1,0,3,5,0,4,1,1,0.32,0.3333,0.76,0.1045,0,13,13,2011-03-17 05:00:00,5,17,3,2011,3,76,0,1,0,3.0,2.0,3.0,21.0,92.70833333333333,80.53571428571429
1719,2011-03-17,1,0,3,6,0,4,1,1,0.32,0.3182,0.76,0.194,4,47,51,2011-03-17 06:00:00,6,17,3,2011,3,76,0,1,0,13.0,3.0,31.0,18.0,93.125,80.48809523809524
1720,2011-03-17,1,0,3,7,0,4,1,1,0.32,0.3333,0.76,0.1343,12,128,140,2011-03-17 07:00:00,7,17,3,2011,3,76,0,1,1,51.0,13.0,111.0,3.0,93.95833333333333,80.68452380952381
1721,2011-03-17,1,0,3,8,0,4,1,1,0.36,0.3485,0.66,0.1343,17,282,299,2011-03-17 08:00:00,8,17,3,2011,3,76,0,1,1,140.0,51.0,253.0,2.0,95.16666666666667,81.5
1722,2011-03-17,1,0,3,9,0,4,1,1,0.4,0.4091,0.62,0.2537,23,162,185,2011-03-17 09:00:00,9,17,3,2011,3,76,0,1,1,299.0,140.0,154.0,1.0,97.08333333333333,83.26785714285714
1723,2011-03-17,1,0,3,10,0,4,1,1,0.44,0.4394,0.54,0.3284,9,69,78,2011-03-17 10:00:00,10,17,3,2011,3,76,0,1,0,185.0,299.0,68.0,3.0,98.375,84.36309523809524
1724,2011-03-17,1,0,3,11,0,4,1,1,0.44,0.4394,0.54,0.2836,20,66,86,2011-03-17 11:00:00,11,17,3,2011,3,76,0,1,0,78.0,185.0,75.0,12.0,98.79166666666667,84.80952380952381
1725,2011-03-17,1,0,3,12,0,4,1,1,0.5,0.4848,0.45,0.2239,24,81,105,2011-03-17 12:00:00,12,17,3,2011,3,76,0,1,0,86.0,78.0,88.0,37.0,99.25,85.25
1726,2011-03-17,1,0,3,13,0,4,1,2,0.52,0.5,0.42,0.0896,26,85,111,2011-03-17 13:00:00,13,17,3,2011,3,76,0,1,0,105.0,86.0,99.0,44.0,99.95833333333333,85.6547619047619
1727,2011-03-17,1,0,3,14,0,4,1,1,0.5,0.4848,0.45,0.1045,32,87,119,2011-03-17 14:00:00,14,17,3,2011,3,76,0,1,0,111.0,105.0,100.0,24.0,100.45833333333333,86.05357142857143
1728,2011-03-17,1,0,3,15,0,4,1,1,0.52,0.5,0.42,0.2537,30,95,125,2011-03-17 15:00:00,15,17,3,2011,3,76,0,1,0,119.0,111.0,101.0,17.0,101.25,86.61904761904762
1729,2011-03-17,1,0,3,16,0,4,1,1,0.5,0.4848,0.48,0.2836,34,108,142,2011-03-17 16:00:00,16,17,3,2011,3,76,0,1,1,125.0,119.0,151.0,11.0,102.25,87.26190476190476
1730,2011-03-17,1,0,3,17,0,4,1,1,0.5,0.4848,0.42,0.194,48,265,313,2011-03-17 17:00:00,17,17,3,2011,3,76,0,1,1,142.0,125.0,253.0,34.0,101.875,88.04166666666667
1731,2011-03-17,1,0,3,18,0,4,1,2,0.46,0.4545,0.59,0.1642,50,260,310,2011-03-17 18:00:00,18,17,3,2011,3,76,0,1,1,313.0,142.0,237.0,12.0,104.375,89.70238095238095
1732,2011-03-17,1,0,3,19,0,4,1,1,0.44,0.4394,0.58,0.194,18,189,207,2011-03-17 19:00:00,19,17,3,2011,3,76,0,1,1,310.0,313.0,168.0,12.0,107.41666666666667,91.47619047619048
1733,2011-03-17,1,0,3,20,0,4,1,1,0.42,0.4242,0.67,0.2239,25,112,137,2011-03-17 20:00:00,20,17,3,2011,3,76,0,1,0,207.0,310.0,121.0,14.0,109.04166666666667,92.63690476190476
1734,2011-03-17,1,0,3,21,0,4,1,1,0.42,0.4242,0.62,0.2239,19,119,138,2011-03-17 21:00:00,21,17,3,2011,3,76,0,1,0,137.0,207.0,78.0,21.0,109.70833333333333,93.36904761904762
1735,2011-03-17,1,0,3,22,0,4,1,1,0.4,0.4091,0.66,0.2239,17,70,87,2011-03-17 22:00:00,22,17,3,2011,3,76,0,1,0,138.0,137.0,59.0,111.0,112.20833333333333,94.06547619047619
1736,2011-03-17,1,0,3,23,0,4,1,1,0.42,0.4242,0.62,0.2836,7,43,50,2011-03-17 23:00:00,23,17,3,2011,3,76,0,1,0,87.0,138.0,27.0,82.0,113.375,93.92261904761905
1737,2011-03-18,1,0,3,0,0,5,1,1,0.42,0.4242,0.58,0.2836,5,24,29,2011-03-18 00:00:00,0,18,3,2011,4,77,0,1,0,50.0,87.0,23.0,56.0,114.33333333333333,93.73214285714286
1738,2011-03-18,1,0,3,1,0,5,1,1,0.4,0.4091,0.62,0.2537,4,12,16,2011-03-18 01:00:00,1,18,3,2011,4,77,0,1,0,29.0,50.0,12.0,38.0,114.58333333333333,93.57142857142857
1739,2011-03-18,1,0,3,2,0,5,1,1,0.4,0.4091,0.62,0.194,5,9,14,2011-03-18 02:00:00,2,18,3,2011,4,77,0,1,0,16.0,29.0,8.0,28.0,114.75,93.44047619047619
1740,2011-03-18,1,0,3,3,0,5,1,1,0.36,0.3485,0.71,0.194,1,4,5,2011-03-18 03:00:00,3,18,3,2011,4,77,0,1,0,14.0,16.0,2.0,34.0,115.0,93.35714285714286
1741,2011-03-18,1,0,3,5,0,5,1,1,0.38,0.3939,0.66,0.1642,2,8,10,2011-03-18 05:00:00,5,18,3,2011,4,77,0,1,0,5.0,14.0,3.0,27.0,115.125,93.18452380952381
1742,2011-03-18,1,0,3,6,0,5,1,1,0.4,0.4091,0.66,0.194,1,35,36,2011-03-18 06:00:00,6,18,3,2011,4,77,0,1,0,10.0,5.0,13.0,6.0,115.41666666666667,93.08333333333333
1743,2011-03-18,1,0,3,7,0,5,1,1,0.4,0.4091,0.66,0.194,11,112,123,2011-03-18 07:00:00,7,18,3,2011,4,77,0,1,1,36.0,10.0,51.0,8.0,116.375,93.26190476190476
1744,2011-03-18,1,0,3,8,0,5,1,1,0.42,0.4242,0.67,0.2537,24,256,280,2011-03-18 08:00:00,8,18,3,2011,4,77,0,1,1,123.0,36.0,140.0,5.0,119.375,93.94642857142857
1745,2011-03-18,1,0,3,9,0,5,1,1,0.46,0.4545,0.63,0.2239,18,192,210,2011-03-18 09:00:00,9,18,3,2011,4,77,0,1,1,280.0,123.0,299.0,2.0,125.20833333333333,95.58333333333333
1746,2011-03-18,1,0,3,10,0,5,1,1,0.52,0.5,0.53,0.2836,43,74,117,2011-03-18 10:00:00,10,18,3,2011,4,77,0,1,0,210.0,280.0,185.0,7.0,121.5,96.82142857142857
1747,2011-03-18,1,0,3,11,0,5,1,1,0.54,0.5152,0.52,0.2836,55,104,159,2011-03-18 11:00:00,11,18,3,2011,4,77,0,1,0,117.0,210.0,78.0,32.0,118.66666666666667,97.47619047619048
1748,2011-03-18,1,0,3,12,0,5,1,2,0.56,0.5303,0.49,0.3582,72,123,195,2011-03-18 12:00:00,12,18,3,2011,4,77,0,1,0,159.0,117.0,86.0,114.0,122.04166666666667,98.23214285714286
1749,2011-03-18,1,0,3,13,0,5,1,1,0.64,0.6212,0.41,0.2836,57,118,175,2011-03-18 13:00:00,13,18,3,2011,4,77,0,1,0,195.0,159.0,105.0,259.0,126.58333333333333,98.71428571428571
1750,2011-03-18,1,0,3,14,0,5,1,1,0.66,0.6212,0.39,0.2537,71,103,174,2011-03-18 14:00:00,14,18,3,2011,4,77,0,1,0,175.0,195.0,111.0,156.0,129.5,98.21428571428571
1751,2011-03-18,1,0,3,15,0,5,1,2,0.68,0.6364,0.39,0.3582,62,111,173,2011-03-18 15:00:00,15,18,3,2011,4,77,0,1,0,174.0,175.0,119.0,78.0,132.125,98.32142857142857
1752,2011-03-18,1,0,3,16,0,5,1,1,0.68,0.6364,0.39,0.2836,67,137,204,2011-03-18 16:00:00,16,18,3,2011,4,77,0,1,1,173.0,174.0,125.0,81.0,134.375,98.88690476190476
1753,2011-03-18,1,0,3,17,0,5,1,1,0.7,0.6364,0.37,0.3284,95,237,332,2011-03-18 17:00:00,17,18,3,2011,4,77,0,1,1,204.0,173.0,142.0,111.0,137.66666666666666,99.61904761904762
1754,2011-03-18,1,0,3,18,0,5,1,1,0.68,0.6364,0.39,0.1642,84,247,331,2011-03-18 18:00:00,18,18,3,2011,4,77,0,1,1,332.0,204.0,313.0,107.0,145.58333333333334,100.93452380952381
1755,2011-03-18,1,0,3,19,0,5,1,1,0.66,0.6212,0.44,0.1343,58,132,190,2011-03-18 19:00:00,19,18,3,2011,4,77,0,1,1,331.0,332.0,310.0,89.0,146.33333333333334,102.26785714285714
1756,2011-03-18,1,0,3,20,0,5,1,1,0.62,0.6212,0.46,0.1343,46,103,149,2011-03-18 20:00:00,20,18,3,2011,4,77,0,1,0,190.0,331.0,207.0,85.0,141.33333333333334,102.86904761904762
1757,2011-03-18,1,0,3,21,0,5,1,1,0.62,0.6212,0.46,0.1045,22,91,113,2011-03-18 21:00:00,21,18,3,2011,4,77,0,1,0,149.0,190.0,137.0,113.0,138.91666666666666,103.25
1758,2011-03-18,1,0,3,22,0,5,1,1,0.62,0.6212,0.5,0.1642,55,63,118,2011-03-18 22:00:00,22,18,3,2011,4,77,0,1,0,113.0,149.0,138.0,223.0,137.91666666666666,103.25
1759,2011-03-18,1,0,3,23,0,5,1,2,0.6,0.6212,0.53,0.2239,26,60,86,2011-03-18 23:00:00,23,18,3,2011,4,77,0,1,0,118.0,113.0,87.0,153.0,137.08333333333334,102.625
1760,2011-03-19,1,0,3,0,0,6,0,2,0.6,0.6212,0.53,0.2537,26,50,76,2011-03-19 00:00:00,0,19,3,2011,5,78,1,0,0,86.0,118.0,50.0,118.0,137.04166666666666,102.22619047619048
1761,2011-03-19,1,0,3,1,0,6,0,2,0.58,0.5455,0.46,0.3582,16,35,51,2011-03-19 01:00:00,1,19,3,2011,5,78,1,0,0,76.0,86.0,29.0,76.0,138.125,101.97619047619048
1762,2011-03-19,1,0,3,2,0,6,0,2,0.56,0.5303,0.43,0.2239,5,20,25,2011-03-19 02:00:00,2,19,3,2011,5,78,1,0,0,51.0,76.0,16.0,53.0,139.04166666666666,101.82738095238095
1763,2011-03-19,1,0,3,3,0,6,0,2,0.54,0.5152,0.39,0.3284,1,7,8,2011-03-19 03:00:00,3,19,3,2011,5,78,1,0,0,25.0,51.0,14.0,64.0,139.41666666666666,101.66071428571429
1764,2011-03-19,1,0,3,4,0,6,0,1,0.52,0.5,0.34,0.4179,1,2,3,2011-03-19 04:00:00,4,19,3,2011,5,78,1,0,0,8.0,25.0,5.0,37.0,139.16666666666666,101.32738095238095
1765,2011-03-19,1,0,3,5,0,6,0,1,0.52,0.5,0.34,0.4179,0,2,2,2011-03-19 05:00:00,5,19,3,2011,5,78,1,0,0,3.0,8.0,10.0,34.0,139.08333333333334,101.125
1766,2011-03-19,1,0,3,6,0,6,0,1,0.44,0.4394,0.44,0.4179,0,10,10,2011-03-19 06:00:00,6,19,3,2011,5,78,1,0,0,2.0,3.0,36.0,18.0,138.75,100.93452380952381
1767,2011-03-19,1,0,3,7,0,6,0,1,0.4,0.4091,0.5,0.3284,4,9,13,2011-03-19 07:00:00,7,19,3,2011,5,78,1,0,1,10.0,2.0,123.0,14.0,137.66666666666666,100.88690476190476
1768,2011-03-19,1,0,3,8,0,6,0,1,0.42,0.4242,0.47,0.4925,11,37,48,2011-03-19 08:00:00,8,19,3,2011,5,78,1,0,1,13.0,10.0,280.0,7.0,133.08333333333334,100.88095238095238
1769,2011-03-19,1,0,3,9,0,6,0,1,0.42,0.4242,0.44,0.4627,35,41,76,2011-03-19 09:00:00,9,19,3,2011,5,78,1,0,1,48.0,13.0,210.0,1.0,123.41666666666667,101.125
1770,2011-03-19,1,0,3,10,0,6,0,1,0.44,0.4394,0.38,0.4179,55,85,140,2011-03-19 10:00:00,10,19,3,2011,5,78,1,0,0,76.0,48.0,117.0,2.0,117.83333333333333,101.57142857142857
1771,2011-03-19,1,0,3,11,0,6,0,1,0.46,0.4545,0.36,0.4478,90,106,196,2011-03-19 11:00:00,11,19,3,2011,5,78,1,0,0,140.0,76.0,159.0,4.0,118.79166666666667,102.39285714285714
1772,2011-03-19,1,0,3,12,0,6,0,1,0.46,0.4545,0.33,0.4179,126,141,267,2011-03-19 12:00:00,12,19,3,2011,5,78,1,0,0,196.0,140.0,195.0,23.0,120.33333333333333,103.53571428571429
1773,2011-03-19,1,0,3,13,0,6,0,1,0.5,0.4848,0.34,0.4627,174,127,301,2011-03-19 13:00:00,13,19,3,2011,5,78,1,0,0,267.0,196.0,175.0,53.0,123.33333333333333,104.98809523809524
1774,2011-03-19,1,0,3,14,0,6,0,1,0.5,0.4848,0.31,0.4925,168,144,312,2011-03-19 14:00:00,14,19,3,2011,5,78,1,0,0,301.0,267.0,174.0,101.0,128.58333333333334,106.46428571428571
1775,2011-03-19,1,0,3,15,0,6,0,1,0.5,0.4848,0.29,0.4179,170,143,313,2011-03-19 15:00:00,15,19,3,2011,5,78,1,0,0,312.0,301.0,173.0,99.0,134.33333333333334,107.7202380952381
1776,2011-03-19,1,0,3,16,0,6,0,1,0.5,0.4848,0.31,0.3881,175,129,304,2011-03-19 16:00:00,16,19,3,2011,5,78,1,0,1,313.0,312.0,204.0,119.0,140.16666666666666,108.99404761904762
1777,2011-03-19,1,0,3,17,0,6,0,1,0.48,0.4697,0.31,0.3284,138,140,278,2011-03-19 17:00:00,17,19,3,2011,5,78,1,0,1,304.0,313.0,332.0,158.0,144.33333333333334,110.0952380952381
1778,2011-03-19,1,0,3,18,0,6,0,1,0.46,0.4545,0.31,0.3284,92,125,217,2011-03-19 18:00:00,18,19,3,2011,5,78,1,0,1,278.0,304.0,331.0,157.0,142.08333333333334,110.80952380952381
1779,2011-03-19,1,0,3,19,0,6,0,1,0.44,0.4394,0.33,0.2836,38,116,154,2011-03-19 19:00:00,19,19,3,2011,5,78,1,0,1,217.0,278.0,190.0,166.0,137.33333333333334,111.16666666666667
1780,2011-03-19,1,0,3,20,0,6,0,1,0.42,0.4242,0.35,0.2239,39,69,108,2011-03-19 20:00:00,20,19,3,2011,5,78,1,0,0,154.0,217.0,149.0,182.0,135.83333333333334,111.0952380952381
1781,2011-03-19,1,0,3,21,0,6,0,1,0.4,0.4091,0.37,0.2985,20,73,93,2011-03-19 21:00:00,21,19,3,2011,5,78,1,0,0,108.0,154.0,113.0,244.0,134.125,110.6547619047619
1782,2011-03-19,1,0,3,22,0,6,0,1,0.4,0.4091,0.37,0.3284,27,45,72,2011-03-19 22:00:00,22,19,3,2011,5,78,1,0,0,93.0,108.0,118.0,213.0,133.29166666666666,109.75595238095238
