instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,timestamp,hour,day,month,year,day_of_week,day_of_year,is_weekend,is_workingday,rush_hour,lag_1,lag_2,lag_24,lag_168,rolling_mean_24,rolling_mean_168
1425,2011-03-04,1,0,3,15,0,5,1,1,0.36,0.3333,0.4,0.2985,31,75,106,2011-03-04 15:00:00,15,4,3,2011,4,63,0,1,0,95.0,87.0,68.0,115.0,73.41666666666667,80.52380952380952
1426,2011-03-04,1,0,3,16,0,5,1,1,0.36,0.3485,0.46,0.194,17,101,118,2011-03-04 16:00:00,16,4,3,2011,4,63,0,1,1,106.0,95.0,71.0,83.0,75.0,80.4702380952381
1427,2011-03-04,1,0,3,17,0,5,1,2,0.36,0.3333,0.5,0.2537,22,206,228,2011-03-04 17:00:00,17,4,3,2011,4,63,0,1,1,118.0,106.0,202.0,85.0,76.95833333333333,80.67857142857143
1428,2011-03-04,1,0,3,18,0,5,1,2,0.34,0.303,0.53,0.2985,15,172,187,2011-03-04 18:00:00,18,4,3,2011,4,63,0,1,1,228.0,118.0,167.0,55.0,78.04166666666667,81.5297619047619
1429,2011-03-04,1,0,3,19,0,5,1,1,0.32,0.303,0.61,0.2537,5,102,107,2011-03-04 19:00:00,19,4,3,2011,4,63,0,1,1,187.0,228.0,106.0,102.0,78.875,82.31547619047619
1430,2011-03-04,1,0,3,20,0,5,1,2,0.3,0.2879,0.7,0.194,9,78,87,2011-03-04 20:00:00,20,4,3,2011,4,63,0,1,0,107.0,187.0,70.0,189.0,78.91666666666667,82.3452380952381
1431,2011-03-04,1,0,3,21,0,5,1,2,0.3,0.2879,0.7,0.2239,6,64,70,2011-03-04 21:00:00,21,4,3,2011,4,63,0,1,0,87.0,107.0,51.0,157.0,79.625,81.73809523809524
1432,2011-03-04,1,0,3,22,0,5,1,1,0.3,0.2879,0.7,0.194,4,40,44,2011-03-04 22:00:00,22,4,3,2011,4,63,0,1,0,70.0,87.0,53.0,90.0,80.41666666666667,81.2202380952381
1433,2011-03-04,1,0,3,23,0,5,1,2,0.3,0.303,0.75,0.1642,6,40,46,2011-03-04 23:00:00,23,4,3,2011,4,63,0,1,0,44.0,70.0,23.0,62.0,80.04166666666667,80.94642857142857
1434,2011-03-05,1,0,3,0,0,6,0,2,0.28,0.2879,0.81,0.1045,4,15,19,2011-03-05 00:00:00,0,5,3,2011,5,64,1,0,0,46.0,44.0,12.0,63.0,81.0,80.85119047619048
1435,2011-03-05,1,0,3,1,0,6,0,2,0.3,0.3182,0.81,0.1045,5,20,25,2011-03-05 01:00:00,1,5,3,2011,5,64,1,0,0,19.0,46.0,4.0,50.0,81.29166666666667,80.58928571428571
1436,2011-03-05,1,0,3,2,0,6,0,2,0.3,0.2879,0.87,0.194,5,15,20,2011-03-05 02:00:00,2,5,3,2011,5,64,1,0,0,25.0,19.0,2.0,39.0,82.16666666666667,80.44047619047619
1437,2011-03-05,1,0,3,3,0,6,0,2,0.3,0.2879,0.87,0.194,0,2,2,2011-03-05 03:00:00,3,5,3,2011,5,64,1,0,0,20.0,25.0,1.0,28.0,82.91666666666667,80.32738095238095
1438,2011-03-05,1,0,3,4,0,6,0,2,0.3,0.303,0.93,0.1642,0,1,1,2011-03-05 04:00:00,4,5,3,2011,5,64,1,0,0,2.0,20.0,1.0,27.0,82.95833333333333,80.17261904761905
1439,2011-03-05,1,0,3,5,0,6,0,2,0.3,0.303,1.0,0.1343,0,3,3,2011-03-05 05:00:00,5,5,3,2011,5,64,1,0,0,1.0,2.0,7.0,12.0,82.95833333333333,80.01785714285714
1440,2011-03-05,1,0,3,6,0,6,0,2,0.3,0.2879,1.0,0.2239,1,3,4,2011-03-05 06:00:00,6,5,3,2011,5,64,1,0,0,3.0,1.0,29.0,8.0,82.79166666666667,79.96428571428571
1441,2011-03-05,1,0,3,7,0,6,0,2,0.3,0.2727,1.0,0.2985,5,10,15,2011-03-05 07:00:00,7,5,3,2011,5,64,1,0,1,4.0,3.0,83.0,2.0,81.75,79.94047619047619
1442,2011-03-05,1,0,3,8,0,6,0,2,0.3,0.2727,1.0,0.2985,11,34,45,2011-03-05 08:00:00,8,5,3,2011,5,64,1,0,1,15.0,4.0,228.0,10.0,78.91666666666667,80.01785714285714
1443,2011-03-05,1,0,3,9,0,6,0,2,0.32,0.303,0.93,0.2239,15,48,63,2011-03-05 09:00:00,9,5,3,2011,5,64,1,0,1,45.0,15.0,150.0,7.0,71.29166666666667,80.22619047619048
1444,2011-03-05,1,0,3,10,0,6,0,2,0.34,0.3333,0.93,0.194,34,69,103,2011-03-05 10:00:00,10,5,3,2011,5,64,1,0,0,63.0,45.0,66.0,22.0,67.66666666666667,80.55952380952381
1445,2011-03-05,1,0,3,11,0,6,0,2,0.4,0.4091,0.76,0.2239,43,116,159,2011-03-05 11:00:00,11,5,3,2011,5,64,1,0,0,103.0,63.0,89.0,57.0,69.20833333333333,81.04166666666667
1446,2011-03-05,1,0,3,12,0,6,0,2,0.44,0.4394,0.67,0.2537,46,121,167,2011-03-05 12:00:00,12,5,3,2011,5,64,1,0,0,159.0,103.0,97.0,74.0,72.125,81.64880952380952
1447,2011-03-05,1,0,3,13,0,6,0,2,0.46,0.4545,0.67,0.2836,60,130,190,2011-03-05 13:00:00,13,5,3,2011,5,64,1,0,0,167.0,159.0,87.0,85.0,75.04166666666667,82.20238095238095
1448,2011-03-05,1,0,3,14,0,6,0,2,0.48,0.4697,0.59,0.2836,80,118,198,2011-03-05 14:00:00,14,5,3,2011,5,64,1,0,0,190.0,167.0,95.0,126.0,79.33333333333333,82.82738095238095
1449,2011-03-05,1,0,3,15,0,6,0,2,0.46,0.4545,0.63,0.2985,83,122,205,2011-03-05 15:00:00,15,5,3,2011,5,64,1,0,0,198.0,190.0,106.0,160.0,83.625,83.25595238095238
1450,2011-03-05,1,0,3,16,0,6,0,2,0.48,0.4697,0.59,0.2985,74,130,204,2011-03-05 16:00:00,16,5,3,2011,5,64,1,0,1,205.0,198.0,118.0,174.0,87.75,83.52380952380952
1451,2011-03-05,1,0,3,17,0,6,0,2,0.48,0.4697,0.59,0.3582,60,104,164,2011-03-05 17:00:00,17,5,3,2011,5,64,1,0,1,204.0,205.0,228.0,211.0,91.33333333333331,83.70238095238095
1452,2011-03-05,1,0,3,18,0,6,0,2,0.48,0.4697,0.59,0.3284,37,115,152,2011-03-05 18:00:00,18,5,3,2011,5,64,1,0,1,164.0,204.0,187.0,165.0,88.66666666666667,83.42261904761905
1453,2011-03-05,1,0,3,19,0,6,0,2,0.46,0.4545,0.67,0.3284,27,62,89,2011-03-05 19:00:00,19,5,3,2011,5,64,1,0,1,152.0,164.0,107.0,171.0,87.20833333333333,83.3452380952381
1454,2011-03-05,1,0,3,20,0,6,0,2,0.44,0.4394,0.77,0.3284,12,58,70,2011-03-05 20:00:00,20,5,3,2011,5,64,1,0,0,89.0,152.0,87.0,183.0,86.45833333333333,82.85714285714286
1455,2011-03-05,1,0,3,21,0,6,0,2,0.44,0.4394,0.72,0.3284,12,60,72,2011-03-05 21:00:00,21,5,3,2011,5,64,1,0,0,70.0,89.0,70.0,137.0,85.75,82.18452380952381
1456,2011-03-05,1,0,3,22,0,6,0,2,0.42,0.4242,0.77,0.2985,16,47,63,2011-03-05 22:00:00,22,5,3,2011,5,64,1,0,0,72.0,70.0,44.0,94.0,85.83333333333333,81.79761904761905
1457,2011-03-05,1,0,3,23,0,6,0,2,0.44,0.4394,0.77,0.2985,10,34,44,2011-03-05 23:00:00,23,5,3,2011,5,64,1,0,0,63.0,72.0,46.0,68.0,86.625,81.61309523809524
1458,2011-03-06,1,0,3,0,0,0,0,2,0.42,0.4242,0.77,0.3582,11,41,52,2011-03-06 00:00:00,0,6,3,2011,6,65,1,0,0,44.0,63.0,19.0,68.0,86.54166666666667,81.4702380952381
1459,2011-03-06,1,0,3,1,0,0,0,2,0.42,0.4242,0.77,0.2836,12,27,39,2011-03-06 01:00:00,1,6,3,2011,6,65,1,0,0,52.0,44.0,25.0,46.0,87.91666666666667,81.375
1460,2011-03-06,1,0,3,2,0,0,0,2,0.4,0.4091,0.82,0.2836,5,27,32,2011-03-06 02:00:00,2,6,3,2011,6,65,1,0,0,39.0,52.0,20.0,34.0,88.5,81.33333333333333
1461,2011-03-06,1,0,3,3,0,0,0,2,0.42,0.4242,0.82,0.2985,2,9,11,2011-03-06 03:00:00,3,6,3,2011,6,65,1,0,0,32.0,39.0,2.0,34.0,89.0,81.32142857142857
1462,2011-03-06,1,0,3,4,0,0,0,2,0.42,0.4242,0.88,0.3582,0,3,3,2011-03-06 04:00:00,4,6,3,2011,6,65,1,0,0,11.0,32.0,1.0,37.0,89.375,81.18452380952381
1463,2011-03-06,1,0,3,6,0,0,0,2,0.42,0.4242,0.94,0.3582,1,1,2,2011-03-06 06:00:00,6,6,3,2011,6,65,1,0,0,3.0,11.0,3.0,22.0,89.45833333333333,80.98214285714286
1464,2011-03-06,1,0,3,7,0,0,0,3,0.42,0.4242,1.0,0.4478,0,5,5,2011-03-06 07:00:00,7,6,3,2011,6,65,1,0,1,2.0,3.0,4.0,11.0,89.41666666666667,80.86309523809524
1465,2011-03-06,1,0,3,8,0,0,0,2,0.4,0.4091,1.0,0.2985,1,8,9,2011-03-06 08:00:00,8,6,3,2011,6,65,1,0,1,5.0,2.0,15.0,2.0,89.45833333333333,80.82738095238095
1466,2011-03-06,1,0,3,9,0,0,0,2,0.42,0.4242,1.0,0.2836,4,18,22,2011-03-06 09:00:00,9,6,3,2011,6,65,1,0,1,9.0,5.0,45.0,3.0,89.20833333333333,80.86904761904762
1467,2011-03-06,1,0,3,10,0,0,0,2,0.42,0.4242,1.0,0.2985,4,27,31,2011-03-06 10:00:00,10,6,3,2011,6,65,1,0,0,22.0,9.0,63.0,14.0,88.25,80.98214285714286
1468,2011-03-06,1,0,3,11,0,0,0,2,0.42,0.4242,1.0,0.2239,18,44,62,2011-03-06 11:00:00,11,6,3,2011,6,65,1,0,0,31.0,22.0,103.0,35.0,86.91666666666667,81.08333333333333
1469,2011-03-06,1,0,3,12,0,0,0,2,0.46,0.4545,0.94,0.3284,10,69,79,2011-03-06 12:00:00,12,6,3,2011,6,65,1,0,0,62.0,31.0,159.0,59.0,85.20833333333333,81.24404761904762
1470,2011-03-06,1,0,3,13,0,0,0,2,0.46,0.4545,0.94,0.3582,22,83,105,2011-03-06 13:00:00,13,6,3,2011,6,65,1,0,0,79.0,62.0,167.0,103.0,81.875,81.36309523809524
1471,2011-03-06,1,0,3,14,0,0,0,3,0.44,0.4394,1.0,0.2239,12,27,39,2011-03-06 14:00:00,14,6,3,2011,6,65,1,0,0,105.0,79.0,190.0,125.0,79.29166666666667,81.375
1472,2011-03-06,1,0,3,15,0,0,0,3,0.44,0.4394,1.0,0.2239,3,4,7,2011-03-06 15:00:00,15,6,3,2011,6,65,1,0,0,39.0,105.0,198.0,193.0,73.0,80.86309523809524
1473,2011-03-06,1,0,3,16,0,0,0,3,0.36,0.3333,1.0,0.2836,3,8,11,2011-03-06 16:00:00,16,6,3,2011,6,65,1,0,1,7.0,39.0,205.0,259.0,65.04166666666667,79.75595238095238
1474,2011-03-06,1,0,3,17,0,0,0,3,0.34,0.303,1.0,0.2985,2,23,25,2011-03-06 17:00:00,17,6,3,2011,6,65,1,0,1,11.0,7.0,204.0,282.0,56.958333333333336,78.2797619047619
1475,2011-03-06,1,0,3,18,0,0,0,3,0.32,0.2879,1.0,0.3582,0,23,23,2011-03-06 18:00:00,18,6,3,2011,6,65,1,0,1,25.0,11.0,164.0,261.0,49.5,76.75
1476,2011-03-06,1,0,3,19,0,0,0,3,0.3,0.2576,1.0,0.4925,0,11,11,2011-03-06 19:00:00,19,6,3,2011,6,65,1,0,1,23.0,25.0,152.0,268.0,43.625,75.33333333333333
1477,2011-03-06,1,0,3,20,0,0,0,3,0.28,0.2424,1.0,0.4179,3,8,11,2011-03-06 20:00:00,20,6,3,2011,6,65,1,0,0,11.0,23.0,89.0,187.0,37.75,73.80357142857143
1478,2011-03-06,1,0,3,21,0,0,0,3,0.24,0.1818,0.93,0.6119,1,6,7,2011-03-06 21:00:00,21,6,3,2011,6,65,1,0,0,11.0,11.0,70.0,127.0,34.5,72.75595238095238
1479,2011-03-06,1,0,3,22,0,0,0,2,0.22,0.197,1.0,0.3881,0,10,10,2011-03-06 22:00:00,22,6,3,2011,6,65,1,0,0,7.0,11.0,72.0,102.0,31.875,72.04166666666667
1480,2011-03-06,1,0,3,23,0,0,0,2,0.22,0.197,1.0,0.4179,0,9,9,2011-03-06 23:00:00,23,6,3,2011,6,65,1,0,0,10.0,7.0,63.0,81.0,29.291666666666668,71.49404761904762
1481,2011-03-07,1,0,3,0,0,1,1,3,0.2,0.1818,1.0,0.3284,0,4,4,2011-03-07 00:00:00,0,7,3,2011,0,66,0,1,0,9.0,10.0,44.0,69.0,27.041666666666668,71.06547619047619
1482,2011-03-07,1,0,3,1,0,1,1,3,0.2,0.1818,1.0,0.3284,0,2,2,2011-03-07 01:00:00,1,7,3,2011,0,66,0,1,0,4.0,9.0,52.0,69.0,25.375,70.67857142857143
1483,2011-03-07,1,0,3,3,0,1,1,1,0.2,0.1515,0.8,0.5821,0,1,1,2011-03-07 03:00:00,3,7,3,2011,0,66,0,1,0,2.0,4.0,39.0,59.0,23.291666666666668,70.2797619047619
1484,2011-03-07,1,0,3,4,0,1,1,1,0.2,0.1515,0.8,0.5224,1,0,1,2011-03-07 04:00:00,4,7,3,2011,0,66,0,1,0,1.0,2.0,32.0,30.0,21.70833333333333,69.93452380952381
1485,2011-03-07,1,0,3,5,0,1,1,1,0.2,0.1818,0.75,0.3582,0,1,1,2011-03-07 05:00:00,5,7,3,2011,0,66,0,1,0,1.0,1.0,11.0,8.0,20.416666666666668,69.76190476190476
1486,2011-03-07,1,0,3,6,0,1,1,1,0.2,0.1818,0.75,0.3881,3,31,34,2011-03-07 06:00:00,6,7,3,2011,0,66,0,1,0,1.0,1.0,3.0,1.0,20.0,69.7202380952381
1487,2011-03-07,1,0,3,7,0,1,1,1,0.2,0.1667,0.75,0.4179,3,88,91,2011-03-07 07:00:00,7,7,3,2011,0,66,0,1,1,34.0,1.0,2.0,5.0,21.291666666666668,69.91666666666667
1488,2011-03-07,1,0,3,8,0,1,1,1,0.2,0.1818,0.75,0.3881,11,200,211,2011-03-07 08:00:00,8,7,3,2011,0,66,0,1,1,91.0,34.0,5.0,28.0,25.0,70.42857142857143
1489,2011-03-07,1,0,3,9,0,1,1,1,0.22,0.1818,0.64,0.4627,5,129,134,2011-03-07 09:00:00,9,7,3,2011,0,66,0,1,1,211.0,91.0,9.0,92.0,33.583333333333336,71.51785714285714
1490,2011-03-07,1,0,3,10,0,1,1,1,0.24,0.2121,0.6,0.2985,15,43,58,2011-03-07 10:00:00,10,7,3,2011,0,66,0,1,0,134.0,211.0,22.0,255.0,38.79166666666666,71.76785714285714
1491,2011-03-07,1,0,3,11,0,1,1,1,0.26,0.2121,0.48,0.4478,19,41,60,2011-03-07 11:00:00,11,7,3,2011,0,66,0,1,0,58.0,134.0,31.0,142.0,40.29166666666666,70.5952380952381
1492,2011-03-07,1,0,3,12,0,1,1,1,0.3,0.2727,0.42,0.4179,28,68,96,2011-03-07 12:00:00,12,7,3,2011,0,66,0,1,0,60.0,58.0,62.0,92.0,41.5,70.10714285714286
1493,2011-03-07,1,0,3,13,0,1,1,1,0.32,0.2879,0.36,0.3881,16,54,70,2011-03-07 13:00:00,13,7,3,2011,0,66,0,1,0,96.0,60.0,79.0,87.0,42.91666666666666,70.13095238095238
1494,2011-03-07,1,0,3,14,0,1,1,1,0.32,0.2879,0.36,0.4179,21,56,77,2011-03-07 14:00:00,14,7,3,2011,0,66,0,1,0,70.0,96.0,105.0,36.0,42.54166666666666,70.0297619047619
1495,2011-03-07,1,0,3,15,0,1,1,1,0.34,0.303,0.31,0.3881,32,64,96,2011-03-07 15:00:00,15,7,3,2011,0,66,0,1,0,77.0,70.0,39.0,32.0,41.375,70.27380952380952
1496,2011-03-07,1,0,3,16,0,1,1,1,0.34,0.303,0.31,0.3582,26,96,122,2011-03-07 16:00:00,16,7,3,2011,0,66,0,1,1,96.0,77.0,7.0,25.0,43.75,70.6547619047619
1497,2011-03-07,1,0,3,17,0,1,1,1,0.34,0.303,0.29,0.3582,27,206,233,2011-03-07 17:00:00,17,7,3,2011,0,66,0,1,1,122.0,96.0,11.0,35.0,48.54166666666666,71.23214285714286
1498,2011-03-07,1,0,3,18,0,1,1,1,0.32,0.303,0.31,0.2239,19,214,233,2011-03-07 18:00:00,18,7,3,2011,0,66,0,1,1,233.0,122.0,25.0,42.0,57.79166666666666,72.41071428571429
1499,2011-03-07,1,0,3,19,0,1,1,1,0.3,0.2879,0.33,0.2239,11,134,145,2011-03-07 19:00:00,19,7,3,2011,0,66,0,1,1,233.0,233.0,23.0,79.0,66.45833333333333,73.54761904761905
1500,2011-03-07,1,0,3,20,0,1,1,1,0.3,0.303,0.33,0.1642,5,87,92,2011-03-07 20:00:00,20,7,3,2011,0,66,0,1,0,145.0,233.0,11.0,131.0,71.54166666666667,73.94047619047619
1501,2011-03-07,1,0,3,21,0,1,1,1,0.28,0.2727,0.38,0.2239,1,53,54,2011-03-07 21:00:00,21,7,3,2011,0,66,0,1,0,92.0,145.0,11.0,80.0,74.91666666666667,73.70833333333333
1502,2011-03-07,1,0,3,22,0,1,1,1,0.26,0.2576,0.48,0.1642,1,34,35,2011-03-07 22:00:00,22,7,3,2011,0,66,0,1,0,54.0,92.0,7.0,45.0,76.70833333333333,73.55357142857143
1503,2011-03-07,1,0,3,23,0,1,1,1,0.28,0.3182,0.48,0.0,0,22,22,2011-03-07 23:00:00,23,7,3,2011,0,66,0,1,0,35.0,54.0,10.0,80.0,77.875,73.49404761904762
1504,2011-03-08,1,0,3,0,0,2,1,1,0.26,0.2879,0.48,0.0896,1,9,10,2011-03-08 00:00:00,0,8,3,2011,1,67,0,1,0,22.0,35.0,9.0,76.0,78.375,73.14880952380952
1505,2011-03-08,1,0,3,1,0,2,1,1,0.24,0.2424,0.52,0.1343,0,4,4,2011-03-08 01:00:00,1,8,3,2011,1,67,0,1,0,10.0,22.0,4.0,45.0,78.41666666666667,72.75595238095238
1506,2011-03-08,1,0,3,2,0,2,1,1,0.24,0.2424,0.52,0.1343,1,0,1,2011-03-08 02:00:00,2,8,3,2011,1,67,0,1,0,4.0,10.0,2.0,7.0,78.41666666666667,72.51190476190476
1507,2011-03-08,1,0,3,3,0,2,1,1,0.24,0.2576,0.52,0.0896,5,2,7,2011-03-08 03:00:00,3,8,3,2011,1,67,0,1,0,1.0,4.0,1.0,3.0,78.375,72.47619047619048
1508,2011-03-08,1,0,3,4,0,2,1,1,0.22,0.2727,0.64,0.0,0,2,2,2011-03-08 04:00:00,4,8,3,2011,1,67,0,1,0,7.0,1.0,1.0,4.0,78.625,72.5
1509,2011-03-08,1,0,3,5,0,2,1,1,0.2,0.2273,0.69,0.1045,2,8,10,2011-03-08 05:00:00,5,8,3,2011,1,67,0,1,0,2.0,7.0,1.0,2.0,78.66666666666667,72.48809523809524
1510,2011-03-08,1,0,3,6,0,2,1,1,0.2,0.2576,0.59,0.0,3,42,45,2011-03-08 06:00:00,6,8,3,2011,1,67,0,1,0,10.0,2.0,34.0,1.0,79.04166666666667,72.53571428571429
1511,2011-03-08,1,0,3,7,0,2,1,1,0.18,0.197,0.64,0.1343,9,119,128,2011-03-08 07:00:00,7,8,3,2011,1,67,0,1,1,45.0,10.0,91.0,2.0,79.5,72.79761904761905
1512,2011-03-08,1,0,3,8,0,2,1,1,0.22,0.2273,0.55,0.194,10,247,257,2011-03-08 08:00:00,8,8,3,2011,1,67,0,1,1,128.0,45.0,211.0,46.0,81.04166666666667,73.54761904761905
1513,2011-03-08,1,0,3,9,0,2,1,1,0.26,0.2576,0.41,0.1642,11,140,151,2011-03-08 09:00:00,9,8,3,2011,1,67,0,1,1,257.0,128.0,134.0,107.0,82.95833333333333,74.80357142857143
1514,2011-03-08,1,0,3,10,0,2,1,2,0.3,0.2879,0.33,0.194,25,46,71,2011-03-08 10:00:00,10,8,3,2011,1,67,0,1,0,151.0,257.0,58.0,214.0,83.66666666666667,75.06547619047619
1515,2011-03-08,1,0,3,11,0,2,1,2,0.36,0.3485,0.25,0.1642,26,52,78,2011-03-08 11:00:00,11,8,3,2011,1,67,0,1,0,71.0,151.0,60.0,124.0,84.20833333333333,74.21428571428571
1516,2011-03-08,1,0,3,12,0,2,1,2,0.36,0.3788,0.23,0.0,29,70,99,2011-03-08 12:00:00,12,8,3,2011,1,67,0,1,0,78.0,71.0,96.0,68.0,84.95833333333333,73.94047619047619
1517,2011-03-08,1,0,3,13,0,2,1,2,0.38,0.3939,0.25,0.1045,25,73,98,2011-03-08 13:00:00,13,8,3,2011,1,67,0,1,0,99.0,78.0,70.0,56.0,85.08333333333333,74.125
1518,2011-03-08,1,0,3,14,0,2,1,2,0.38,0.3939,0.2,0.0,16,56,72,2011-03-08 14:00:00,14,8,3,2011,1,67,0,1,0,98.0,99.0,77.0,86.0,86.25,74.375
1519,2011-03-08,1,0,3,15,0,2,1,2,0.36,0.3788,0.18,0.0,35,77,112,2011-03-08 15:00:00,15,8,3,2011,1,67,0,1,0,72.0,98.0,96.0,78.0,86.04166666666667,74.29166666666667
1520,2011-03-08,1,0,3,16,0,2,1,1,0.38,0.3939,0.27,0.1642,26,82,108,2011-03-08 16:00:00,16,8,3,2011,1,67,0,1,1,112.0,72.0,122.0,79.0,86.70833333333333,74.49404761904762
1521,2011-03-08,1,0,3,17,0,2,1,1,0.36,0.3485,0.27,0.2239,39,209,248,2011-03-08 17:00:00,17,8,3,2011,1,67,0,1,1,108.0,112.0,233.0,64.0,86.125,74.66666666666667
1522,2011-03-08,1,0,3,18,0,2,1,1,0.34,0.3333,0.27,0.194,21,214,235,2011-03-08 18:00:00,18,8,3,2011,1,67,0,1,1,248.0,108.0,233.0,102.0,86.75,75.76190476190476
1523,2011-03-08,1,0,3,19,0,2,1,1,0.34,0.3485,0.31,0.1045,9,141,150,2011-03-08 19:00:00,19,8,3,2011,1,67,0,1,1,235.0,248.0,145.0,242.0,86.83333333333333,76.55357142857143
1524,2011-03-08,1,0,3,20,0,2,1,1,0.32,0.3333,0.39,0.0896,2,74,76,2011-03-08 20:00:00,20,8,3,2011,1,67,0,1,0,150.0,235.0,92.0,224.0,87.04166666666667,76.00595238095238
1525,2011-03-08,1,0,3,21,0,2,1,1,0.3,0.2879,0.49,0.194,7,68,75,2011-03-08 21:00:00,21,8,3,2011,1,67,0,1,0,76.0,150.0,54.0,119.0,86.375,75.125
1526,2011-03-08,1,0,3,22,0,2,1,1,0.3,0.2879,0.49,0.2239,11,44,55,2011-03-08 22:00:00,22,8,3,2011,1,67,0,1,0,75.0,76.0,35.0,88.0,87.25,74.86309523809524
1527,2011-03-08,1,0,3,23,0,2,1,1,0.28,0.2727,0.61,0.194,3,38,41,2011-03-08 23:00:00,23,8,3,2011,1,67,0,1,0,55.0,75.0,22.0,63.0,88.08333333333333,74.66666666666667
1528,2011-03-09,1,0,3,0,0,3,1,1,0.26,0.2879,0.65,0.0896,0,9,9,2011-03-09 00:00:00,0,9,3,2011,2,68,0,1,0,41.0,55.0,10.0,47.0,88.875,74.53571428571429
1529,2011-03-09,1,0,3,1,0,3,1,1,0.26,0.2727,0.52,0.1343,0,4,4,2011-03-09 01:00:00,1,9,3,2011,2,68,0,1,0,9.0,41.0,4.0,25.0,88.83333333333333,74.30952380952381
1530,2011-03-09,1,0,3,2,0,3,1,1,0.26,0.2727,0.52,0.1343,1,1,2,2011-03-09 02:00:00,2,9,3,2011,2,68,0,1,0,4.0,9.0,1.0,8.0,88.83333333333333,74.18452380952381
1531,2011-03-09,1,0,3,3,0,3,1,1,0.24,0.2576,0.7,0.0896,1,2,3,2011-03-09 03:00:00,3,9,3,2011,2,68,0,1,0,2.0,4.0,7.0,4.0,88.875,74.14880952380952
1532,2011-03-09,1,0,3,4,0,3,1,1,0.24,0.2576,0.75,0.1045,0,2,2,2011-03-09 04:00:00,4,9,3,2011,2,68,0,1,0,3.0,2.0,2.0,2.0,88.70833333333333,74.14285714285714
1533,2011-03-09,1,0,3,5,0,3,1,2,0.24,0.2424,0.81,0.1343,1,7,8,2011-03-09 05:00:00,5,9,3,2011,2,68,0,1,0,2.0,3.0,10.0,4.0,88.70833333333333,74.14285714285714
1534,2011-03-09,1,0,3,6,0,3,1,2,0.24,0.2576,0.85,0.1045,5,44,49,2011-03-09 06:00:00,6,9,3,2011,2,68,0,1,0,8.0,2.0,45.0,1.0,88.625,74.16666666666667
1535,2011-03-09,1,0,3,7,0,3,1,2,0.24,0.2424,0.87,0.1642,18,123,141,2011-03-09 07:00:00,7,9,3,2011,2,68,0,1,1,49.0,8.0,128.0,5.0,88.79166666666667,74.45238095238095
1536,2011-03-09,1,0,3,8,0,3,1,2,0.24,0.2424,0.87,0.1343,11,238,249,2011-03-09 08:00:00,8,9,3,2011,2,68,0,1,1,141.0,49.0,257.0,40.0,89.33333333333333,75.26190476190476
1537,2011-03-09,1,0,3,9,0,3,1,2,0.26,0.2424,0.87,0.2537,5,136,141,2011-03-09 09:00:00,9,9,3,2011,2,68,0,1,1,249.0,141.0,151.0,110.0,89.0,76.50595238095238
1538,2011-03-09,1,0,3,10,0,3,1,2,0.3,0.2879,0.75,0.2537,8,49,57,2011-03-09 10:00:00,10,9,3,2011,2,68,0,1,0,141.0,249.0,71.0,256.0,88.58333333333333,76.69047619047619
1539,2011-03-09,1,0,3,11,0,3,1,2,0.32,0.2879,0.76,0.3881,15,44,59,2011-03-09 11:00:00,11,9,3,2011,2,68,0,1,0,57.0,141.0,78.0,148.0,88.0,75.50595238095238
1540,2011-03-09,1,0,3,12,0,3,1,2,0.32,0.303,0.76,0.2537,14,84,98,2011-03-09 12:00:00,12,9,3,2011,2,68,0,1,0,59.0,57.0,99.0,76.0,87.20833333333333,74.97619047619048
1541,2011-03-09,1,0,3,13,0,3,1,2,0.32,0.2879,0.76,0.3582,17,82,99,2011-03-09 13:00:00,13,9,3,2011,2,68,0,1,0,98.0,59.0,98.0,73.0,87.16666666666667,75.10714285714286
1542,2011-03-09,1,0,3,14,0,3,1,2,0.34,0.303,0.76,0.2985,10,61,71,2011-03-09 14:00:00,14,9,3,2011,2,68,0,1,0,99.0,98.0,72.0,82.0,87.20833333333333,75.26190476190476
1543,2011-03-09,1,0,3,15,0,3,1,2,0.36,0.3333,0.71,0.2985,15,64,79,2011-03-09 15:00:00,15,9,3,2011,2,68,0,1,0,71.0,99.0,112.0,125.0,87.16666666666667,75.19642857142857
1544,2011-03-09,1,0,3,16,0,3,1,2,0.34,0.303,0.76,0.3284,10,102,112,2011-03-09 16:00:00,16,9,3,2011,2,68,0,1,1,79.0,71.0,108.0,96.0,85.79166666666667,74.92261904761905
1545,2011-03-09,1,0,3,17,0,3,1,2,0.34,0.303,0.76,0.2985,18,176,194,2011-03-09 17:00:00,17,9,3,2011,2,68,0,1,1,112.0,79.0,248.0,110.0,85.95833333333333,75.01785714285714
1546,2011-03-09,1,0,3,18,0,3,1,2,0.34,0.3182,0.76,0.2537,12,176,188,2011-03-09 18:00:00,18,9,3,2011,2,68,0,1,1,194.0,112.0,235.0,139.0,83.70833333333333,75.51785714285714
1547,2011-03-09,1,0,3,19,0,3,1,2,0.34,0.303,0.76,0.3284,11,123,134,2011-03-09 19:00:00,19,9,3,2011,2,68,0,1,1,188.0,194.0,150.0,268.0,81.75,75.80952380952381
